content,polarity
hoy ha sido ver a un perro muerto en el anden izdo. de la autopista huelva-sevilla y entrarme toda la impotencia del mundo ,N
".@DavidCpsberga @goslum Vamos, que usted es el portavoz de 2 millones de personas. Una inmensa... minoría. ¿Le molesta la ""minorización""? ",N
@tomasin_zgz ¡Hola Tomás! ¿Habéis visto los nuevos #dinos de #TierraMagna? Es normal que haya colas antes de que comience el espectáculo ,P
Ya se acaba el ineternete ,NEU
"Shit se fue, voy a por un pitaso ",NONE
"6 momentos en los que usar lentes de contacto es simplemente mejor  ¡Feliz lunes! 
https://t.co/x06G1nkaH1 #optometria #lentesdecontacto",NONE
"Algunos están Sad 24/7
Otros están Indignados 24/7

Yo estoy Cachondo 24/7
",NEU
"@umaprepon @beyondhell_ @ohwowfuckyou_ 
No os habéis dado cuenta de que la puesto El verdaderx fotógrafx...EL solo puede ir con masculino ",N
@LokiMondrak La verdad es que yo tampoco hubiese sabido reaccionar más que con violencia verbal/física hacia sus agresores o sus padres ,N
"@ttlemans sí, supongo que usas el ave de nevera y ya cuando llegas a casa después de 10h pateando te fríes un cachopin y no vas al mcauto ",NEU
"en serio, tenéis que verosla ya ",NEU
Siento el Spam. Quiero que comprendáis  y compartáis conmigo la felicidad de este momento. Espero ser el mejor Capitán de todos! ,P
@LGuillermodePab hay que ser optimistas ,P
"Soy a tus pies Mariano Rajoy Brey @marianorajoy,en francia no hay otros partidarios que yo aunque no tengo mi tarjeta del PP  Viva Espana!",P
@Ancar_Lol Siempre buscando algo mejor  Ahora estoy bien y cobro bien. Pero puede que vaya a una del Prat!,P
"Perdon, las dudas en Twitter a traves de #askLFI  Las ayudas #ayudasLFI es una convocatoria de ayudas, muy interesnate tambien ",P
"@VicentMoreraVCF @kennysamuerto @LoboVCF vale, pero de Rodrigo yo espero poco y Nani es una puta incógnita como va a rendir. Falta un 9 ",N
"Hoy, en las desventuras de Albert

Sin agua que salga de ningún grifo en el piso. Ha decidido que no sale hasta nuevo aviso ",N
"@fxnoname @BETWIN__ eso no se le debe decir ni a tu peor enemigo, que cruel , nadie es peor que el caramusgo del torete ",N
Creo que alguien me ha bloqueado. Es una sensación rara porque empezaba a tenerle cariño a esa persona y no lo entiendo. Me siento mal ,N
@TartadeDurazno es lo que tiene ser un cereal ,NEU
"Cambiar ""El mejor sistema™"" y la educación médica en España será complicado, pero con gente como vosotros tengo fe  @dantachan @ariasemmap",P
@santizuza  vete buscandote un ayudante que sepa de medicina porque entre Digard y Riviere haras las cronicas desde la enfermeria ,N
"@GuilleBouzon @ConPdeJulandron creo que antes de insultar una cara deberias mirarte al espejo Guille. Ah, y quien ríe último rie mejor ",N
"@Alex_Dieer ya ves eh, estaban amargados ",N
"@SrHador No estoy de acuerd retwitteo cuando creo conveniente, pero aporto mi opinión citando y divulgando, y así seguiré  @EnekoHumor",N
¡Hola @estrellalevante! Una pregunta? La visita a la fábrica es gratuita o hay que pagar algo? Un saludo bonicos y bonicas mios! ,NONE
"Yo mantendría que toby está vivo si no fuese por el tuit de keegs, por el insta de troian de hace unos días..... Esas cosas sabéis ",NONE
"Últimamente, me están siguiendo chicas con perfiles bastante subidos de tono en Instagram. ¿Para cuándo un chico decente? ",N
"Momento #emprendedores en el Congreso de los Diputados ahora mismo. Siempre se cita a las startups, no a los innovadores sociales ",N
"@SnipShit_ Yo tengo un par, pero son sólo R ",NONE
"@crisasanz claro, yo no digo que sea fácil... Para nada, yo llevo años intentándolo y será mi trabajo vital, pero quiero intentarlo ",P
@Chorraera FP lo tiene vetao ,NEU
"@CelopanYT en el último vlog, al título le falta una E en la palabra ""ENTRAS"" supongo querías poner ""ENTERAS"" ",NONE
"Acabo de jugar en manual a PES 2017 y dios, como cambia el juego, jugando en leyenda, en 0 de velocidad, IMPRESIONANTE #PES2017 ",P
"¡Buenos días! Aquí andamos, con el Síndrome post-Uncharted 4 :S
Necesito jugar los 5 de golpe... Peeeero no hay tiempo ",P
Alguien sabe como o dnd comprar la camiseta roja de la Vuelta que llevan l@s trabajador@s de Carrefour? Gracias  #PelotónCarrefour,NONE
"salir de trabajar, mirar un par de cosas del canal e irme al cine a ver mascotas con los amigos¡ planazo de sabado  ",P
"@PanadesPb @DenebGabe @VeuCat @Rorschargos Que @tv3 es plural?? Cuantas horas, del otro idioma oficial, emite?, No es de todos los cat? ",N
Más de lo mismo...esport3 dando un partido de 2ª B entre #rcde y valencia y no se cortan un pelo en decir que el far$a marca en Bilbao ,N
@Txemacg @antoniosanto Yo lo hice en el cole ! Fuimos a trafico un par de días a aprender a circular con bici  (Colegio público),NONE
"Marca el valencia B el 0-1 en la DANI JARQUE, hay que decir que jugamos con 1 menos por expulsión más que rigurosa de un defensor perico ",NEU
Mañana vuelvo a trabajar después de 15 días de vacaciones. Donde quedan los 3 meses de verano de pequeños?  #QueDuroEsSerAdulto,N
@teldcc_xoxo nenaaaaaa viste como me va creciendo la enana ?? Se te extraña un buen wey..enserio  esas platicas nos falta...Gracias❤❤,P
"@BigZetaYT @weastbrook Que yo recuerde mourinho ganó una liga,el barça dos,los dos una copa del rey y el barça se llevó una Champions ",NONE
"@Zimlaar ¿Solo te preocupa el número de followers? Me lo imaginaba... jaja 😂
Ellos mismos piden que haga quedada ",NEU
@o_clinico y según tu ojo crítico  debe abrir toda la ciudad o solo zona puerto-anaga-plaza España?,NONE
1477. No pero porque apenas hay confi ,N
Votado en este no en el otro ,NONE
Soy un chico muy perverso ,N
"Y tan amargado, porque no me lo chupan ",N
la vida me tiene muy confundida ,N
@MsVelouria21 Pero pero porque eres muy guapa ,P
@Caspitoo pero eso no es abstracto ,NONE
@DarkPortu ya ya pero aún así no me convenció ,N
"@DoloresParis Es que no, ya estoy cansado ",N
Las mejores fotos son las que no se ven  ✨🌟,P
La verdad es que hoy tengo un buen día ,P
@LleonardPler ¡Ya ves! Eso es fundamental ,NEU
@ClaraNyanNyan y lo bonitas que las tienes? ,P
estoy contenta y cagadisima a la vez ,NEU
@LuciaNogueras entiendo que en el mal sentido? ,N
@crtkftauryn que no en serio ,NEU
@LidiaWBlog que es un envidiosillo ,N
"@Ximnart ya, aún así... no me fío de la gente ",N
Pero si eres mi pelado  @Slammactivao,NEU
Pos yo tambien estoy triste ,N
Apagado o fuera de cobertura ,NONE
@Tidxs_ ay  mejor eso que nada no?,P
@WgWillyG el mejor bae que he tenido ,P
@LadyEternalSed son mucho más emotivos ,P
@SusanaTRuiz eres muy pero que muy inteligente ,P
Buenos días bbs qué tal yo mal ,N
@fevafer tio no me lo recuerdes ,N
Pero cada vez lo tengo más claro ,NEU
"en serio, te amo @LeoDiCaprio ",P
No soy capaz de dormir ,N
"@CarolinaFTAM jo,es que es mortal ",NEU
@LadyGraphene a la próxima a ver si os veo ,NONE
Me están diciendo que era feo de pequeño ,N
@iChuso Que ya ha empezado tio ,NONE
@LeprosaNoMas Y que sea yo es triste ,N
los rts de Leila son los mejores ,P
@KOPURISTA Algo estoy haciendo mal ,N
Joder tio pero porque tiene q pasar de mi ,N
Tengo un imán para los ADC retrasados ,NEU
clrealy no es una indirecta ,NONE
Y mi tl ya está muerta ,N
Es que es muy guapa ,P
"@achocoblog oye, 7/8 no está nada mal ",P
Tengo un poco abandonado el tw ,N
por qué tengo un nombre tan feo ,N
Se me dan muy mal las despedidas ,N
@remardifuck a mi ya se me fueron los 2gb ,N
"Es increíble y tal pero no , no voy a ir al TH ",NEU
Un AI The 100 sería lo mejor. ,P
Ya se que soy lo peor pero jo ,N
Estoy nerviosa y no sé por qué ,NEU
"En fin, yo no se ni para que me molesto ",N
Bel para con el porno ,N
A las 17:30 pillo el bus ,NONE
Es que es tan yo...Siempre estoy así ,NEU
hoy no me voy enfadada ,P
Desde cuando yo no soy cariñoso? ,P
"Si ana está feliz, yo lo estoy ",P
¡Un día nublado no tiene que ser un mal día! ,P
soy una de las viejas ,NEU
Ay tío es que es tan perfecto ,P
Que no soy mas sociable ,N
No se uno de los dos yaaa ,NONE
Hoy es un dia bonito ,P
Hoy me veo muy guapa ,P
Todo va de mal en peor ,N
Tengo esto un poco abandonado ,N
Pro no es muy estetico ,N
Que triste y de todo estoy ,N
Quien me ha llamado fea ,N
Pero soy tan pobre que ,N
Cerquita de los 4k de elo ya ,NEU
Hoy no es un gran día ,N
Porque soy tan gafe porque ,N
Hoy estoy un poco triste ,N
"a to esto, el tio de ono no ha venio ",N
"@ManuelDezGalian no, pero a las 7:10 si ",NONE
No me habéis curado el sad ,N
Es que me lo como de lo bonito que es ,P
"@IgnacioJurado a mi a las 8.15 que son las 7.15, no too bad ",NONE
Tio el final de sao ,NONE
@GeorgeBleach ya sé que es feo pero ,N
Día poco productivo el de hoy ,N
@_aliciagonzg uf es que es muy emo ,NEU
A ver qué tal el renacido ,NONE
que feliz voy a ser a las 3 ,P
Mal tengo que extudiar y tu ,N
Tendréis hoy vídeo a las 12 y a las 15 ,NONE
Eso sí voy a ir muy muy lenta ,NEU
Con lo tranquila que yo estaba... ,NEU
Un NOSOTROS así de grande por hoy ,P
Se fue a Rusia tio ,N
"Tanto sad, tanto sad...
Pues yo también estoy muy sad hoy ",N
Por qué un partido a las 10 a.m. ,NONE
Me he distraído con La Voz ,NONE
están todos muy sad hoy no ,N
Para mí mi mejor año fue el 2015 ,P
Hoy va a ser un dia muy largo... ,N
11:11 que no me encuentre mal ,NEU
Es que son muy bonitas jo ,P
Que no jo que no soy tan irresponsable ,P
